,MSFT,AAPL,AMZN,GOOG,FB,TSLA,GOOGL,NVDA,CMCSA,ADBE,INTC,CSCO,NFLX,PEP,AVGO,TMUS,TXN,COST,AMGN,CHTR,SBUX,AMAT,INTU,ISRG,AMD,BKNG,MU,LRCX,MDLZ,ADP,GILD,FISV,CSX,ATVI,MELI,ADSK,ADI,ILMN,NXPI,BIDU
CHTR,0.027249945636301457,0.026784017488502888,0.02709364727771707,0.02564699136205758,0.03025688026732859,0.03404452084615037,0.02565278806861718,0.03545681084411097,0.03687131434985692,0.030359228311701666,0.027330366927784226,0.023857373509545855,0.029798660663055598,0.019078065335671253,0.030822759775677944,0.02590102013908323,0.026643925050318738,0.01735251013250234,0.023003514910245496,0.0789793347519022,0.025933910389907527,0.03279236972465842,0.02855530323382573,0.026541066724504927,0.03362820238796115,0.024732038155740724,0.038759973868508775,0.034099116885131384,0.02283009450853809,0.025141480139997768,0.018352371579839835,0.025164151610186525,0.02798417273890657,0.02362588192873773,0.03686506903820083,0.030339328116264094,0.02686894308983591,0.026345427045638886,0.031520983599841595,0.02365060669000824
SBUX,0.03363617274554837,0.030124488062552506,0.03065737436317183,0.03226721580369785,0.03398469450238773,0.03906735170169835,0.03206441944543357,0.037082851988634286,0.02702746951036409,0.03523610448514444,0.028917042033851523,0.02985709589649198,0.029567074711123166,0.0223856575745958,0.039378559672163575,0.02783238483321728,0.03152123479756108,0.019172923363213527,0.025271428427601373,0.025933910389907527,0.06063047802346483,0.040778740886162575,0.035666199090709214,0.03142197238612537,0.03629444151080564,0.03679342412033667,0.04255432317971379,0.042445011738696144,0.02526613553224853,0.03213053540842395,0.019673447265178338,0.035247931798809855,0.031687885264396115,0.024819920412680312,0.03713112217193544,0.036856454374789634,0.034047229104006586,0.032010120939575275,0.041291482198782974,0.029707409796521214
AMAT,0.05318406729658666,0.0531197862159021,0.04409909884073317,0.04678218220622716,0.049112462991920146,0.07057030988438198,0.047143904032813155,0.08835428367578131,0.03598782195036615,0.05761067801016656,0.06638798249292444,0.04554217572266309,0.049050625945374175,0.02684412270840386,0.07894622294647045,0.039456043558776625,0.07078267127050401,0.025008453267604605,0.03715279567088395,0.03279236972465842,0.040778740886162575,0.1328968834225854,0.05266639586983048,0.04997735941191051,0.08592695447429971,0.05064361275938957,0.10640437473395946,0.11725665660593075,0.03150070602977674,0.04303458839044667,0.03014062023857047,0.044464384253878754,0.04868383402330123,0.04718614536554875,0.06634055063846482,0.06720246126936165,0.07602232526165577,0.05378196058279376,0.08395235925073163,0.05579531445509578
INTU,0.04612477977715881,0.04085832735676639,0.0383581724519899,0.03916504762433909,0.04231991812358781,0.05105370503889624,0.039471041878462974,0.05928948844964207,0.029856092269190147,0.05107701340288275,0.04263137023657124,0.03592245373072643,0.04197787332464178,0.02468950355917384,0.04524121695608824,0.030923440517914097,0.04195073462572271,0.023127548770667167,0.03146648869287163,0.02855530323382573,0.035666199090709214,0.05266639586983048,0.07239832972445026,0.04212502030324729,0.053615650150861636,0.038789017248164026,0.05299167325073744,0.05500440545618104,0.027342507555079148,0.03931440212031569,0.024696496227472706,0.040117459521937085,0.03559028622018112,0.03596473951020632,0.051890388803292574,0.05111940040039043,0.04340992371402393,0.04157204955718342,0.045321864073273974,0.03614115621077295
ISRG,0.04054291551813237,0.03787264813131661,0.03418821073346334,0.03626233637531734,0.03741425229701572,0.053650947921331606,0.03639596995324244,0.05441811028257204,0.024360320745293245,0.04397797242117195,0.03743410796768386,0.03302135984099814,0.033973058140890314,0.019610572195993364,0.04185189466414056,0.02694890096508725,0.03802554226659336,0.019155814641011553,0.030939296909331157,0.026541066724504927,0.03142197238612537,0.04997735941191051,0.04212502030324729,0.09794401763754462,0.05647375990379659,0.03785886222064051,0.05343670602061477,0.05300335231510651,0.023855435322871904,0.03390281552709645,0.024258017814422102,0.03546815933273856,0.032910066745069466,0.03241895926966538,0.04447084585386143,0.04598793682717636,0.0405790472433146,0.04897496542191052,0.04608082200509109,0.03513358334280389
AMD,0.05288461471797549,0.0563802291854655,0.056384637464594316,0.04224475283558655,0.05288019680673734,0.08473925587348465,0.04208099532376784,0.11869069081848133,0.03297714261036269,0.0625930987894134,0.05801047131452826,0.044040489442638525,0.06986324506300723,0.02401061548711562,0.07037807193086373,0.04097532851610623,0.06769475854360717,0.025013291144747714,0.03328294233180417,0.03362820238796115,0.03629444151080564,0.08592695447429971,0.053615650150861636,0.05647375990379659,0.34533801241533096,0.04573767738446009,0.10698583728638575,0.08713813182690948,0.030606242968437693,0.03845550527337967,0.027730437873064135,0.03770688512766638,0.04704314141228017,0.05572942082612006,0.07366135434991303,0.0724207277944894,0.0710793073251467,0.055182854366550425,0.07365336991997115,0.05606848721187412
BKNG,0.03518376091299193,0.03279160768410596,0.037237507042942715,0.03955144630578573,0.04233696049817217,0.048715746619890615,0.039698147079953235,0.04559597220638016,0.030615976627222315,0.039711499755365615,0.037008623801474815,0.03321558673374712,0.04372479570056923,0.019202391927733535,0.045047248235940675,0.03165922102740371,0.03965996362323934,0.016718869921686086,0.027480578378641846,0.024732038155740724,0.03679342412033667,0.05064361275938957,0.038789017248164026,0.03785886222064051,0.04573767738446009,0.09258880266525675,0.057194756725872764,0.05180139895723106,0.024976533044660344,0.03364117915489068,0.021858911241911017,0.037060687488616996,0.03725719682027224,0.029043283940172273,0.045840272723481096,0.04892862644806861,0.04251126297931693,0.04011848710552676,0.05158384131074454,0.04252424784189402
MU,0.053854974372386184,0.05304083058343743,0.04777162385608232,0.05016779195430538,0.054696104571001214,0.07402330937973847,0.05022286091670531,0.09936748354850813,0.03847389747435437,0.059516715177279786,0.07299552141321132,0.05080146367752673,0.0587304602314146,0.025036192231633007,0.08504520656851834,0.042380854252076446,0.07520744532525735,0.025344804102836592,0.0405209694995719,0.038759973868508775,0.04255432317971379,0.10640437473395946,0.05299167325073744,0.05343670602061477,0.10698583728638575,0.057194756725872764,0.2096460393524086,0.10726641116943793,0.03263379922334547,0.04439697793018707,0.03677449033553397,0.044997604292926555,0.05416446647337543,0.04842875129589446,0.07107946555784932,0.07425697336652641,0.08129372685638844,0.06122656878547918,0.09699116202803347,0.0649761825933013
LRCX,0.054805909391711566,0.05536203666908503,0.046102139535848734,0.04821635144045874,0.05241391636415707,0.07589001168097995,0.04855071365952434,0.08750372940335249,0.036119004915746704,0.05730100921252519,0.06508787381090472,0.045917091850942476,0.04795832278950899,0.027476750941748625,0.0800123564177507,0.04079765306584326,0.0719117566014719,0.025204610607206804,0.037961701016066336,0.034099116885131384,0.042445011738696144,0.11725665660593075,0.05500440545618104,0.05300335231510651,0.08713813182690948,0.05180139895723106,0.10726641116943793,0.1407689393753734,0.033083253985372006,0.04552256173378759,0.03183467496879498,0.047586444535831836,0.050057529624122354,0.046168166804660744,0.06757789658135421,0.06840509172196496,0.07772954537935216,0.05315858061508003,0.08813835046670804,0.05706279230855584
MDLZ,0.027189409340122924,0.02306490018255731,0.020690509095579117,0.023493575971515794,0.022193309360209648,0.03032609453133531,0.023593400350187976,0.028314646919743083,0.022746870563582464,0.0264518993753385,0.027319108793631985,0.024371424607739816,0.02311903484002699,0.02639093637298849,0.027168647091947377,0.022937218155891188,0.026286390710221093,0.019696340756282703,0.023686739153355993,0.02283009450853809,0.02526613553224853,0.03150070602977674,0.027342507555079148,0.023855435322871904,0.030606242968437693,0.024976533044660344,0.03263379922334547,0.033083253985372006,0.04770987007762433,0.026544091170292744,0.019319447488581862,0.02646886786018569,0.024204150310585003,0.02343734935037941,0.028834552761487837,0.02673572936243925,0.025897885453407758,0.02418309107466607,0.028905779582491315,0.019009324150691214
ADP,0.03584596245966048,0.029934841996831267,0.0260042319471216,0.03029282297086126,0.030534053028272154,0.035291124160357616,0.03044536060467746,0.04030347364860676,0.028472387378170372,0.03622796265642627,0.0358046277136007,0.03242371921477856,0.027784782780302428,0.02454714286874221,0.03855989992361616,0.02610772825451416,0.035955810612725035,0.02074279501113878,0.028435644380647662,0.025141480139997768,0.03213053540842395,0.04303458839044667,0.03931440212031569,0.03390281552709645,0.03845550527337967,0.03364117915489068,0.04439697793018707,0.04552256173378759,0.026544091170292744,0.052869081396420305,0.02239052563962137,0.03830830072348933,0.03357604015983268,0.02560187008984778,0.03497950460223572,0.03869035333655172,0.03636387028376312,0.03315882013424558,0.04030870254238344,0.027624328303227575
GILD,0.02372491508478019,0.020663809928762263,0.023749721483642672,0.023811788758426534,0.02616676381118405,0.032798039040370756,0.023986836403191197,0.02793703752847533,0.021152122302622464,0.027257148413022996,0.02596308508381225,0.02407854824408049,0.031077985033374157,0.01659362120234498,0.026154914915164175,0.020884879322578518,0.026506316848958083,0.01689422198303033,0.039786123289491826,0.018352371579839835,0.019673447265178338,0.03014062023857047,0.024696496227472706,0.024258017814422102,0.027730437873064135,0.021858911241911017,0.03677449033553397,0.03183467496879498,0.019319447488581862,0.02239052563962137,0.07871181377006478,0.01984582440024521,0.022326813018899303,0.025430729023150304,0.029191245815527633,0.028643528352890014,0.02521993055430015,0.03945959499251863,0.027545971879492454,0.022771306634117715
FISV,0.03658813695799594,0.031080008953023038,0.02658658633350231,0.0331285265071764,0.034242999740429214,0.03908390928807257,0.03332174742878366,0.04283523463433794,0.028934733925850366,0.03821797897881768,0.034630863587717636,0.029957703996891145,0.027135378599274954,0.023525550001056574,0.04142337179197594,0.027808886565119897,0.03506495496872158,0.01940729617884666,0.027200701931562543,0.025164151610186525,0.035247931798809855,0.044464384253878754,0.040117459521937085,0.03546815933273856,0.03770688512766638,0.037060687488616996,0.044997604292926555,0.047586444535831836,0.02646886786018569,0.03830830072348933,0.01984582440024521,0.05547253545258527,0.03511307295259998,0.02669303793355199,0.03977497395514022,0.041078488042494185,0.03879610913987165,0.03373176950606508,0.04470955027792442,0.028344188301076715
CSX,0.03425822342844923,0.034404568915597795,0.02686289275695115,0.03056577980084531,0.03022266433106628,0.03860906288609705,0.030692439560296974,0.044452376089119464,0.03094328198824183,0.03437214051150247,0.03762415588160523,0.034505074013291524,0.030333884431017862,0.02248309410981674,0.04567371105866471,0.0290369856784456,0.03959201719437304,0.018991185355630238,0.027786206466742333,0.02798417273890657,0.031687885264396115,0.04868383402330123,0.03559028622018112,0.032910066745069466,0.04704314141228017,0.03725719682027224,0.05416446647337543,0.050057529624122354,0.024204150310585003,0.03357604015983268,0.022326813018899303,0.03511307295259998,0.08156248038863544,0.024497169803938342,0.03899866170008804,0.03952318647605238,0.04423121475657808,0.031138548122916877,0.049745383548215276,0.03458348529419442
ATVI,0.04078996568836571,0.037723649885935504,0.043445463772707735,0.03734150075586043,0.04059766801529712,0.04364924026918201,0.037474978404659715,0.05564946678634502,0.023684919730377205,0.04866664950551925,0.036534694886585305,0.029415319125502985,0.050892589892141106,0.018367351426177198,0.04040766130616589,0.028458989977032095,0.0375647051439499,0.020508877622743386,0.027685193597396063,0.02362588192873773,0.024819920412680312,0.04718614536554875,0.03596473951020632,0.03241895926966538,0.05572942082612006,0.029043283940172273,0.04842875129589446,0.046168166804660744,0.02343734935037941,0.02560187008984778,0.025430729023150304,0.02669303793355199,0.024497169803938342,0.10675553619516094,0.04931214532121196,0.046209401416358487,0.0363360908197496,0.040069307400446175,0.04120686243711313,0.039857457576180144
MELI,0.05001032871175144,0.04859680641583444,0.0552676991594188,0.04645149803802394,0.05534960320801017,0.08068416882060632,0.046645453844015375,0.0719696982485264,0.03205266461754769,0.059885340962133896,0.04851356749661482,0.03743123640500091,0.06158733876101594,0.0209340501271923,0.058370221948436773,0.03733988966034698,0.052214390319681406,0.025219341514409993,0.03261927248949429,0.03686506903820083,0.03713112217193544,0.06634055063846482,0.051890388803292574,0.04447084585386143,0.07366135434991303,0.045840272723481096,0.07107946555784932,0.06757789658135421,0.028834552761487837,0.03497950460223572,0.029191245815527633,0.03977497395514022,0.03899866170008804,0.04931214532121196,0.1916243870953797,0.06481360350899254,0.05249386258145611,0.0574792167492164,0.06132789963771585,0.05992533702116509
ADSK,0.051274137558844995,0.0455211454843701,0.04710092525748022,0.04521956148599636,0.04996084915574064,0.061121395684911775,0.045729360371651026,0.06866792411281923,0.03275570948962778,0.06500007470516746,0.046835798802404655,0.0410537158731905,0.05464467851045902,0.02195391304066819,0.05610115882679278,0.03745659092506983,0.05061475935574797,0.023642493902127228,0.032194102236194524,0.030339328116264094,0.036856454374789634,0.06720246126936165,0.05111940040039043,0.04598793682717636,0.0724207277944894,0.04892862644806861,0.07425697336652641,0.06840509172196496,0.02673572936243925,0.03869035333655172,0.028643528352890014,0.041078488042494185,0.03952318647605238,0.046209401416358487,0.06481360350899254,0.11771939577554481,0.05400571140622882,0.05495795755506281,0.06099863443270215,0.05389311886482257
ADI,0.0431549357959926,0.04371493479107837,0.03536360895960833,0.03769996139813021,0.040600881254333164,0.05532099594998395,0.038061001592963516,0.07177529744041913,0.031234778756262533,0.048074149055385915,0.05351985537434957,0.039252418518757104,0.04006573426364796,0.022197197976710582,0.06935433832034123,0.032684218657123315,0.06383741702132713,0.02188194839782467,0.03291135010835685,0.02686894308983591,0.034047229104006586,0.07602232526165577,0.04340992371402393,0.0405790472433146,0.0710793073251467,0.04251126297931693,0.08129372685638844,0.07772954537935216,0.025897885453407758,0.03636387028376312,0.02521993055430015,0.03879610913987165,0.04423121475657808,0.0363360908197496,0.05249386258145611,0.05400571140622882,0.08628543620902082,0.04553639452644245,0.07860504070242114,0.04454198875108494
ILMN,0.04145271851996015,0.03989018088899548,0.04361478318536791,0.041007584581548864,0.045675539078063036,0.0610223863819152,0.04112038405871746,0.05832553109493702,0.02658088112816696,0.05020841212277444,0.03906168369408423,0.03393035800704278,0.05229763897666832,0.01709896071121883,0.05331029301411097,0.032438027763930934,0.04321189265120871,0.020525291541184036,0.04324087503732623,0.026345427045638886,0.032010120939575275,0.05378196058279376,0.04157204955718342,0.04897496542191052,0.055182854366550425,0.04011848710552676,0.06122656878547918,0.05315858061508003,0.02418309107466607,0.03315882013424558,0.03945959499251863,0.03373176950606508,0.031138548122916877,0.040069307400446175,0.0574792167492164,0.05495795755506281,0.04553639452644245,0.14847197985819266,0.05327335102561218,0.04716133157068982
NXPI,0.04374772858497976,0.04801137453188686,0.04095157641064201,0.0402558880332907,0.04804012908060707,0.07031748482671386,0.04072240952632483,0.07581819365149473,0.03458273103089867,0.050753239332444446,0.05752973359449728,0.04109993109209706,0.04705118752723295,0.02148481814911736,0.08576305767733942,0.03917776430279036,0.0700008355210554,0.02262686350351288,0.03297691060666465,0.031520983599841595,0.041291482198782974,0.08395235925073163,0.045321864073273974,0.04608082200509109,0.07365336991997115,0.05158384131074454,0.09699116202803347,0.08813835046670804,0.028905779582491315,0.04030870254238344,0.027545971879492454,0.04470955027792442,0.049745383548215276,0.04120686243711313,0.06132789963771585,0.06099863443270215,0.07860504070242114,0.05327335102561218,0.15413891200030272,0.05740575368062385
BIDU,0.03694474958791398,0.03874961892948016,0.04160901576652302,0.04166356599564655,0.049283692106599386,0.06772167062187895,0.04189222564815057,0.05688658915699802,0.023127337516681886,0.04462889403872578,0.036456669157770974,0.02973869923268669,0.0490123492740202,0.013785499495779006,0.05154173702430197,0.029700352639036278,0.043095009870151045,0.016180927384763566,0.02614408675628325,0.02365060669000824,0.029707409796521214,0.05579531445509578,0.03614115621077295,0.03513358334280389,0.05606848721187412,0.04252424784189402,0.0649761825933013,0.05706279230855584,0.019009324150691214,0.027624328303227575,0.022771306634117715,0.028344188301076715,0.03458348529419442,0.039857457576180144,0.05992533702116509,0.05389311886482257,0.04454198875108494,0.04716133157068982,0.05740575368062385,0.15307916024759288
